"pid","meta_class","meta_town_code","meta_nbhd","meta_certified_est_bldg","meta_certified_est_land","meta_cdu","meta_deed_type","char_hd_sf","char_age","char_apts","char_ext_wall","char_roof_cnst","char_rooms","char_beds","char_bsmt","char_bsmt_fin","char_heat","char_oheat","char_air","char_frpl","char_attic_type","char_fbath","char_hbath","char_tp_plan","char_tp_dsgn","char_cnst_qlty","char_site","char_gar1_size","char_gar1_cnst","char_gar1_att","char_gar1_area","char_ot_impr","char_bldg_sf","char_repair_cnd","char_use","char_type_resd","char_attic_fnsh","char_renovation","char_porch","geo_property_city","geo_property_zip","geo_tract_pop","geo_white_perc","geo_black_perc","geo_asian_perc","geo_his_perc","geo_other_perc","geo_fips","geo_municipality","geo_ohare_noise","geo_floodplain","geo_fs_flood_factor","geo_fs_flood_risk_direction","geo_withinmr100","geo_withinmr101300","geo_school_elem_district","geo_school_hs_district","econ_tax_rate","econ_midincome","ind_large_home","ind_arms_length","predicted_sale_price"
58,"202","77","77020",95120,63190,"Unknown","W",4514,65,2,"2","1",4,2,1,3,"1",5,2,0,3,1,0,2,2,2,2,3,1,2,2,0,768,2,"1",1,3,1,1,"CHICAGO","60651",7303,0.0187594139394769,0.217718745720937,0,0.723675201971792,0.0729837053265781,"14000","Chicago",0,0,2,1,"Outside","Outside","NOBEL","ORR HS",6.89,41931,"FALSE","TRUE",144565.754789916
59,"234","39","39211",150100,34400,"Unknown","T",6880,53,2,"1","1",4,3,3,1,"1",5,1,0,3,1,0,2,2,2,2,4,1,2,2,0,1106,2,"1",4,3,1,1,"ALSIP","60803",4311,0.611227093481791,0.133611691022964,0.00139178844815588,0.240315472048249,0.0269079099976803,"1010","Alsip",0,0,3,0,"Outside","Outside","SCHOOL DISTRICT  126","COMMUNITY HIGH SCHOOL  218",13.434,63065,"FALSE","TRUE",215978.155045351
60,"234","37","37092",102920,32850,"Unknown","W",7300,53,2,"3","1",5,3,3,1,"1",5,1,0,3,2,0,2,2,2,2,3,3,1,2,0,1138,2,"1",4,3,1,1,"SOUTH HOLLAND","60473",2838,0.147991543340381,0.814658210007047,0,0.0317124735729387,0.0112755461592671,"70850","South Holland",0,0,1,0,"Outside","Outside","SCHOOL DISTRICT  150","THORNTON TOWNSHIP HIGH SCHOOL  205",18.723,63750,"FALSE","TRUE",144439.869634474
61,"203","22","22111",221710,27200,"Unknown","W",3200,56,2,"2","1",7,4,1,1,"1",5,1,0,2,2,1,2,2,2,2,7,1,2,2,0,1528,2,"1",5,1,1,1,"PARK RIDGE","60068",4146,0.738543174143753,0.00385914134105161,0.126869271587072,0.106126386878919,0.047515677761698,"57875","Park Ridge",0,0,1,0,"Outside","Outside","SCHOOL DISTRICT C C  64","MAINE TOWNSHIP HIGH SCHOOL  207",8.938,81250,"FALSE","TRUE",245377.178382464
62,"203","11","11010",145960,65410,"Unknown","W",5032,94,2,"2","1",8,4,1,3,"2",5,1,0,2,1,0,2,2,2,2,3,2,2,2,0,1575,2,"1",1,3,1,1,"BERWYN","60402",6101,0.22684805769546,0.138337977380757,0.0793312571709556,0.555482707752827,0,"5573","Berwyn",0,0,1,0,"Outside","Outside","SCHOOL DISTRICT 98","BERWYN CICERO STICKNEY HIGH SCHOOL 201",14.144,53072,"FALSE","TRUE",216419.259627878
63,"211","70","70101",80640,25000,"Unknown","W",3125,124,3,"2","2",18,6,4,3,"1",5,2,0,3,3,0,2,2,2,2,7,1,2,2,0,2970,2,"2",3,3,1,1,"CHICAGO","60617",3989,0.062672348959639,0.091501629481073,0.00200551516670844,0.84382050639258,0,"14000","Chicago",0,0,1,0,"Outside","Outside","GALLISTEL","WASHINGTON HS",6.908,38884,"FALSE","TRUE",73549.0361904762
64,"205","71","71030",276770,55240,"Unknown","W",4092,67,2,"2","1",7,4,1,1,"1",5,1,0,3,3,2,2,2,2,2,2,1,2,2,0,2233,2,"1",2,3,1,1,"CHICAGO","60646",6516,0.688766114180479,0.00751995089011663,0.165745856353591,0.118324125230203,0.0392879066912216,"14000","Chicago",0,0,1,0,"Outside","Outside","SAUGANASH","TAFT HS",6.90151661129568,123818,"FALSE","FALSE",426134.464017186
65,"234","31","31102",280400,43350,"Unknown","T",6670,43,2,"2","1",7,4,3,1,"1",5,1,1,3,1,2,2,2,2,2,3,2,1,2,0,1930,2,"1",4,3,1,1,"WESTCHESTER","60154",5569,0.664571736397917,0.0773927096426647,0.059974860836775,0.192853295026037,0.0104147961932124,"80047","Westchester",0,0,1,0,"Outside","Outside","SCHOOL DISTRICT 92 1/2","PROVISO TOWNSHIP HIGH SCHOOL 209",9.688,85958,"FALSE","TRUE",325263.577142857
66,"211","72","72221",128930,34720,"Unknown","W",5343,104,6,"2","2",24,12,1,3,"2",5,2,0,3,6,0,2,2,2,2,7,1,2,2,0,6488,3,"2",2,3,1,1,"CHICAGO","60620",2778,0.00143988480921526,0.994600431965443,0,0.00395968322534197,0,"14000","Chicago",0,0,3,1,"Outside","Outside","COOK","HIRSCH HS",6.87331719128329,19660,"FALSE","TRUE",100045.038095238
67,"202","72","72061",125480,40320,"Unknown","W",4032,71,2,"2","1",4,2,1,3,"1",5,1,0,1,1,0,2,2,2,2,3,1,2,2,0,879,2,"1",1,3,1,1,"CHICAGO","60632",2074,0.181774349083896,0,0.100771456123433,0.717454194792671,0,"14000","Chicago",0,0,6,0,"Outside","Outside","EDWARDS","CURIE HS",6.934,43571,"FALSE","TRUE",182261.368883105
68,"234","28","28031",180010,47500,"AV","W",10000,48,2,"3","1",7,3,3,1,"1",5,2,0,3,1,1,2,2,2,2,3,2,2,2,0,1456,2,"1",4,3,1,1,"ORLAND PARK","60462",6497,0.864706787748191,0.00708019085731876,0.0273972602739726,0.0861936278282284,0.0264737571186702,"56640","Orland Park",0,0,1,0,"Outside","Outside","SCHOOL DISTRICT  135","CONSOLIDATED HIGH SCHOOL  230",9.413,106978,"FALSE","TRUE",268733.416450216
69,"278","19","19025",316830,90610,"Unknown","W",12945,16,2,"3","1",9,4,1,3,"1",5,1,1,3,2,1,2,1,2,2,5,2,1,1,0,3035,2,"1",2,3,1,1,"LEMONT","60439",6124,0.858589157413455,0,0.0225342913128674,0.0948726322664925,0.0455584585238406,"42795","Lemont",0,0,1,0,"Outside","Outside","COMBINED SCHOOL DISTRICT C.C. NO. 113A","LEMONT TOWNSHIP HIGH SCHOOL  210",7.932,92984,"FALSE","TRUE",462515.896893954
70,"203","37","37021",61330,27900,"Unknown","W",7440,87,2,"2","1",6,3,1,3,"1",5,2,0,3,1,0,2,2,2,2,3,1,2,2,0,1300,2,"1",1,3,1,1,"DOLTON","60419",6330,0.0693522906793049,0.875987361769352,0.00505529225908372,0.0372827804107425,0.0246445497630332,"20292","Dolton",0,0,1,0,"Outside","Outside","SCHOOL DISTRICT  148","THORNTON TOWNSHIP HIGH SCHOOL  205",30.059,41653,"FALSE","TRUE",101640.941242733
71,"278","71","71362",470920,55680,"Unknown","W",4125,9,2,"1","1",9,4,1,1,"1",5,1,0,2,2,1,2,2,2,2,4,1,2,2,0,2368,2,"1",2,3,1,1,"CHICAGO","60631",6838,0.846446329336063,0.0283708686750512,0.0144779175197426,0.096665691722726,0.0280783854928342,"14000","Chicago",0,0,1,0,"Outside","Outside","EBINGER","TAFT HS",6.88477238239757,103733,"FALSE","TRUE",517956.494042248
72,"205","71","71180",240910,62260,"Unknown","W",4294,114,2,"1","2",6,4,1,1,"1",5,1,0,1,1,0,2,2,2,2,3,1,2,2,0,1544,2,"1",2,3,1,1,"CHICAGO","60647",2927,0.169115134950461,0.00614964127092586,0.00819952169456781,0.802869832593099,0.0273317389818927,"14000","Chicago",0,0,1,0,"Outside","Outside","MOZART","KELVYN PARK HS",6.915,56667,"FALSE","TRUE",317213.551322751
73,"205","23","23093",509100,104000,"Unknown","T",5200,91,2,"2","5",8,4,3,3,"2",5,2,1,2,2,1,2,2,2,2,3,2,2,2,0,2164,2,"1",2,3,1,2,"WILMETTE","60091",4426,0.856529597830999,0.00948938093086308,0.0890194306371442,0.0194306371441482,0.0451875282422051,"82075","Wilmette",0,0,1,0,"Outside","Outside","SCH DISTRICT 39","NEW TRIER TOWNSHIP HIGH SCHOOL  203",7.823,165139,"FALSE","TRUE",635838.095238095
74,"203","71","71082",202490,69300,"Unknown","W",3150,122,2,"1","1",5,3,1,3,"1",5,1,0,1,2,1,2,2,2,2,2,1,2,2,0,1137,2,"1",5,1,1,1,"CHICAGO","60618",3870,0.243410852713178,0.0627906976744186,0.127390180878553,0.536175710594315,0.048578811369509,"14000","Chicago",0,0,6,1,"Outside","Outside","HENRY","ROOSEVELT HS",6.90151661129568,56190,"FALSE","TRUE",328780.578231293
75,"234","12","12033",95310,27030,"Unknown","T",7210,46,2,"3","1",6,3,3,1,"1",5,2,0,3,1,1,2,2,2,2,3,2,1,2,0,1153,2,"1",4,3,1,1,"GLENWOOD","60425",4966,0.176198147402336,0.718485702778896,0.000805477245267821,0.0741039065646396,0.0590012082158679,"30029","Glenwood",0,0,1,0,"Outside","Outside","SCHOOL DISTRICT  167","BLOOM TOWNSHIP HIGH SCHOOL  206",18.647,57361,"FALSE","TRUE",123164.190037156
76,"234","31","31080",127260,29680,"Unknown","W",6250,67,2,"3","2",5,3,3,1,"2",5,2,0,3,1,0,2,2,2,2,1,2,2,2,0,947,2,"1",4,3,1,1,"HILLSIDE","60162",5989,0.184170980130239,0.474870596092837,0.00333945566872599,0.327433628318584,0.0203706795792286,"35086","Hillside",0,0,1,0,"Outside","Outside","SCHOOL DISTRICT 93","PROVISO TOWNSHIP HIGH SCHOOL 209",13.752,54597,"FALSE","TRUE",156841.739863946
77,"204","31","31080",209950,26710,"Unknown","W",7125,60,2,"1","1",6,3,4,3,"1",5,1,1,3,1,1,2,2,2,2,4,1,2,2,0,1855,2,"1",1,3,1,1,"HILLSIDE","60162",3558,0.437324339516582,0.265317594154019,0.0418774592467678,0.24592467678471,0.0191118605958404,"35086","Hillside",0,0,6,-1,"Outside","Outside","SCHOOL DISTRICT 93","PROVISO TOWNSHIP HIGH SCHOOL 209",13.077,76042,"FALSE","TRUE",239333.668864469
78,"206","25","25132",352660,129960,"Unknown","W",10609,66,2,"3","1",7,5,1,1,"1",5,1,0,3,2,1,2,2,2,2,4,1,2,2,0,2328,2,"1",2,3,1,1,"NORTHBROOK","60062",6242,0.864626722204422,0.0541493111182313,0.0608779237423903,0.00833066324895866,0.0193848125600769,"53481","Northbrook",0,0,1,0,"Outside","Outside","SCHOOL DISTRICT 28","NORTHFIELD TOWNSHIP HIGH SCHOOL  225",7.418,103548,"FALSE","TRUE",600599.120761905
79,"295","18","18014",161530,31840,"Unknown","W",3747,13,2,"1","1",5,2,1,1,"1",5,1,0,3,2,0,2,2,2,2,3,1,1,2,0,1399,2,"1",1,3,1,1,"ELGIN","60120",5481,0.253056011676701,0.0193395365809159,0.0806422185732531,0.637657361795293,0.0186097427476738,"23074","Elgin",0,0,1,0,"Outside","Outside","SCHOOL DISTRICT 46","SCHOOL DISTRICT 46",10.511,69559,"FALSE","TRUE",182869.111111111
80,"203","26","26010",219560,56460,"Unknown","W",4910,58,2,"2","5",6,3,1,1,"2",5,2,0,3,1,1,2,2,2,2,3,3,2,2,0,1281,2,"1",1,3,1,1,"NORRIDGE","60706",5047,0.845056469189618,0.00693481276005547,0.0461660392312265,0.0915395284327323,0.0184267881910046,"53377","Norridge",1,0,3,1,"Outside","Outside","SCHOOL DISTRICT  80","COMMUNITY HIGH SCHOOL  234",7.539,73429,"FALSE","TRUE",292575.919675328
81,"295","18","18010",96290,32760,"Unknown","W",3360,34,2,"1","1",5,2,2,3,"1",5,1,1,2,1,1,2,2,2,2,1,1,1,1,0,1133,2,"1",2,1,1,1,"STREAMWOOD","60107",6215,0.431375703942076,0.0687047465808528,0.209493161705551,0.253419147224457,0.0740144810941271,"73157","Streamwood",0,0,1,0,"Outside","Outside","SCHOOL DISTRICT 46","SCHOOL DISTRICT 46",10.958,72073,"FALSE","TRUE",133392.714935065
82,"295","73","73150",701610,107100,"Unknown","T",1575,22,2,"2","1",7,3,1,1,"1",5,1,0,3,2,0,2,2,2,2,3,2,1,1,0,1689,2,"1",3,3,1,1,"CHICAGO","60657",3818,0.867731796752226,0.0442640125720272,0.036144578313253,0.0290728129910948,0.0455735987427973,"14000","Chicago",0,0,1,0,"Outside","Outside","AGASSIZ","LINCOLN PARK HS",6.89,128750,"FALSE","TRUE",880669.919047619
83,"205","25","25132",321080,82680,"Unknown","W",6750,90,2,"4","1",7,3,1,3,"1",5,2,1,3,1,0,2,2,2,2,1,2,1,2,0,1492,2,"1",2,3,1,1,"NORTHBROOK","60062",4687,0.834435673138468,0.0061873266481758,0.111798591849797,0.0305099210582462,0.0307232771495626,"53481","Northbrook",0,0,1,0,"Outside","Outside","SCHOOL DISTRICT 28","NORTHFIELD TOWNSHIP HIGH SCHOOL  225",7.418,109821,"FALSE","TRUE",471514.226190476
84,"203","12","12061",69090,35000,"Unknown","W",7000,59,2,"3","1",5,3,1,3,"1",5,1,0,3,1,0,2,2,2,2,3,1,2,2,0,1084,2,"1",1,3,1,1,"CHICAGO HEIGHTS","60411",5669,0.357911448227201,0.460045863467984,0.00970188745810548,0.15628858705239,0.0264596930675604,"14026","Chicago Heights",0,0,1,0,"Outside","Outside","SCHOOL DISTRICT 161","HOMEWOOD FLOSSMOOR COMM HIGH SCHOOL  233",22.735,88225,"FALSE","TRUE",111352.940079365
85,"206","27","27041",477510,85310,"Unknown","T",8750,130,2,"1","1",9,4,1,3,"1",5,2,0,2,2,1,2,2,2,2,3,1,2,2,0,2728,2,"1",2,3,1,1,"OAK PARK","60302",3409,0.562921677911411,0.201525374009974,0.0299207978879437,0.124963332355529,0.156937518333822,"54885","Oak Park",0,0,1,0,"Outside","Outside","SCHOOL DISTRICT  97","CONSOLIDATED HIGH SCHOOL  200",13.157,62800,"FALSE","TRUE",498367.902585034
86,"203","70","70170",120470,24370,"Unknown","W",3750,69,2,"2","1",7,4,1,1,"1",5,2,0,1,2,0,2,2,2,2,3,1,2,2,0,1637,2,"1",5,1,1,1,"CHICAGO","60628",3208,0.00592269326683291,0.980049875311721,0,0.0140274314214464,0,"14000","Chicago",0,0,1,0,"Outside","Outside","SCHMID","HARLAN HS",6.908,46517,"FALSE","TRUE",110664.164451949
87,"205","37","37101",65490,17570,"Unknown","W",4687,68,2,"3","1",6,3,1,3,"1",5,1,0,3,2,0,2,2,2,2,3,1,2,2,0,1495,2,"1",2,3,1,1,"CALUMET CITY","60409",5676,0.131782945736434,0.632135306553911,0,0.222515856236786,0.0271317829457364,"10487","Calumet City",0,1,6,1,"Outside","Outside","SCHOOL DISTRICT 157","THORNTON TWP FRACTIONAL HIGH SCHOOL 215",25.497,39375,"FALSE","TRUE",48258.7157142857
88,"210","17","17071",220640,18330,"Unknown","T",1146,67,2,"2","1",5,3,1,1,"1",5,2,0,3,1,1,2,2,2,2,7,1,2,2,0,1076,2,"1",2,3,1,1,"EVANSTON","60202",5007,0.782304773317356,0.0383463151587777,0.0718993409227082,0.0716996205312562,0.0714999001398043,"24582","Evanston",0,0,1,0,"Outside","Outside","SCHOOL DISTRICT C C  65","EVANSTON TOWNSHIP HIGH SCHOOL  202",8.035,90185,"FALSE","TRUE",235252.859436364
89,"205","31","31092",227610,17820,"Unknown","W",3100,102,2,"1","1",8,4,1,3,"1",5,1,0,3,2,0,2,2,2,2,3,2,2,2,0,1852,2,"1",2,3,1,1,"FOREST PARK","60130",6035,0.536702568351284,0.231151615575808,0.110687655343828,0.0916321458160729,0.0573322286661143,"26935","Forest Park",0,0,1,0,"Inside","Outside","SCHOOL DISTRICT 91","PROVISO TOWNSHIP HIGH SCHOOL 209",12.075,59485,"FALSE","TRUE",231154.104232804
90,"211","71","71171",132920,77760,"Unknown","W",5363,97,2,"2","1",8,4,1,3,"1",5,2,0,1,2,0,2,2,2,2,7,1,2,2,0,2248,2,"2",5,2,1,1,"CHICAGO","60641",2714,0.292557111274871,0.0165806927044952,0.0501105379513633,0.637803979366249,0.00589535740604274,"14000","Chicago",0,0,1,0,"Outside","Outside","GRAY, W","SCHURZ HS",6.894,62734,"FALSE","TRUE",263412.9
91,"203","37","37061",63440,16380,"Unknown","W",4680,96,2,"1","1",6,3,3,3,"1",5,2,1,3,2,0,2,2,2,2,7,1,2,2,0,1376,2,"1",1,3,1,1,"CALUMET CITY","60409",6780,0.152064896755162,0.633923303834808,0.00191740412979351,0.201917404129794,0.020353982300885,"10487","Calumet City",0,0,1,0,"Outside","Outside","SCHOOL DISTRICT 156","THORNTON TWP FRACTIONAL HIGH SCHOOL 215",24.795,47390,"FALSE","TRUE",57889.8433333333
92,"203","77","77030",306570,70760,"Unknown","W",2775,125,2,"1","1",7,4,1,1,"2",2,2,0,1,1,0,2,1,2,2,7,1,2,2,0,1713,2,"1",5,1,1,1,"CHICAGO","60647",1500,0.351333333333333,0.0493333333333333,0.018,0.536666666666667,0.0833333333333333,"14000","Chicago",0,0,1,0,"Outside","Outside","MOOS","CLEMENTE HS",6.89,48350,"FALSE","TRUE",400365.245714286
93,"206","74","74012",842160,261360,"Unknown","W",2376,136,2,"3","1",9,4,4,3,"1",5,1,0,2,3,0,2,2,2,2,3,2,2,2,0,2343,2,"1",2,3,1,1,"CHICAGO","60614",6065,0.843693322341303,0.0186314921681781,0.0748557295960429,0.0324814509480627,0.0606760098928277,"14000","Chicago",0,0,1,0,"Outside","Inside","LINCOLN","LINCOLN PARK HS",6.89,94598,"FALSE","TRUE",1249348.67955748
94,"202","72","72070",70840,29980,"Unknown","W",3528,98,2,"1","1",5,2,1,1,"1",5,2,0,1,1,0,2,2,2,2,3,1,2,2,0,792,2,"1",1,3,1,1,"CHICAGO","60632",6829,0.0511055791477522,0.00790745350710206,0,0.940986967345146,0,"14000","Chicago",0,0,1,0,"Outside","Outside","SAWYER","CURIE HS",6.934,32683,"FALSE","TRUE",77587.8038586481
95,"234","12","12086",55410,26950,"Unknown","W",7700,55,2,"3","1",6,3,3,1,"1",5,2,0,2,1,1,2,2,2,2,2,3,1,2,0,1200,2,"1",4,3,1,1,"CHICAGO HEIGHTS","60411",4223,0.268292682926829,0.529244612834478,0.00710395453469097,0.131186360407293,0.123135211934644,"14026","Chicago Heights",0,0,1,0,"Outside","Outside","SCHOOL DISTRICT  170","BLOOM TOWNSHIP HIGH SCHOOL  206",19.75,70313,"FALSE","TRUE",79986.7075248561
96,"234","32","32110",85530,25300,"Unknown","W",7229,59,2,"3","1",5,3,3,1,"1",5,2,0,3,2,0,2,2,2,2,1,1,2,2,0,1371,2,"1",4,3,1,1,"PARK FOREST","60466",3170,0.186750788643533,0.695583596214511,0,0.00599369085173501,0.199684542586751,"57732","Park Forest",0,0,1,0,"Outside","Outside","SCHOOL DISTRICT 162","RICH TOWNSHIP HIGH SCHOOL  227",30.793,71744,"FALSE","TRUE",76302.1869615801
97,"203","15","15030",151920,34130,"Unknown","W",3690,102,2,"2","1",6,3,1,1,"1",5,2,0,2,4,0,2,2,2,2,3,1,2,2,0,1657,2,"1",5,1,1,1,"CICERO","60804",6490,0.0428351309707242,0.0394453004622496,0.0152542372881356,0.894298921417566,0.00955315870570107,"14351","Cicero",0,0,1,0,"Outside","Outside","SCHOOL DISTRICT  99","BERWYN CICERO STICKNEY HIGH SCHOOL 201",16.731,55168,"FALSE","TRUE",149944.246938775
98,"207","18","18082",172370,47060,"Unknown","W",9909,36,2,"1","1",7,3,4,3,"1",5,1,1,3,1,1,1,2,2,2,3,1,1,1,0,1500,2,"1",2,3,1,1,"BARTLETT","60103",4906,0.700774561761109,0.00570729718711781,0.164084794129637,0.103139013452915,0.050346514472075,"4013","Bartlett",0,0,6,1,"Outside","Outside","SCHOOL DISTRICT 46","SCHOOL DISTRICT 46",11.245,95265,"FALSE","TRUE",250273.596598639
99,"211","70","70030",69100,37820,"Unknown","W",3026,122,2,"2","2",10,4,3,1,"2",5,2,0,3,2,0,2,2,2,2,3,1,2,2,0,2344,2,"2",2,3,1,1,"CHICAGO","60637",3036,0.00889328063241106,0.955862977602108,0,0.0148221343873518,0.0250329380764163,"14000","Chicago",0,0,1,0,"Outside","Outside","TILL","HIRSCH HS",6.89,18983,"FALSE","TRUE",83933.4373519164
100,"295","38","38053",87970,93800,"Unknown","W",4576,40,2,"1","1",6,3,2,3,"1",5,1,1,3,1,1,2,2,2,2,3,1,1,2,0,1332,2,"1",2,3,1,1,"WHEELING","60090",6477,0.564613246873553,0,0.249035047089702,0.113941639647985,0.117647058823529,"81087","Wheeling",0,0,1,0,"Outside","Outside","SCH DIST 21 WHEELING COMM CONSOLIDATED","ARLINGTON HTS TWNSHP H S 214",11.237,77006,"FALSE","TRUE",233581.478911565
101,"234","22","22080",218960,58120,"Unknown","T",7500,64,2,"3","1",5,3,3,1,"1",5,1,0,3,2,0,2,2,2,2,1,1,1,2,0,1133,2,"1",4,3,1,1,"MORTON GROVE","60053",3700,0.604594594594595,0.00243243243243243,0.324594594594595,0.014054054054054,0.108648648648649,"50647","Morton Grove",0,0,1,0,"Outside","Outside","SCHOOL DISTRICT  63","MAINE TOWNSHIP HIGH SCHOOL  207",9.008,88287,"FALSE","TRUE",316630.774376417
102,"295","76","76011",481420,153410,"Unknown","W",1334,18,2,"2","1",6,2,2,3,"1",5,1,1,3,2,1,2,2,2,2,3,2,1,1,0,2243,2,"1",3,3,1,1,"CHICAGO","60616",19889,0.48866207451355,0.227110463070039,0.206848006435718,0.0451003067021972,0.061239881341445,"14000","Chicago",0,0,1,0,"Outside","Outside","NATIONAL TEACHERS","PHILLIPS HS",6.89,102303,"FALSE","TRUE",804544.095238095
103,"278","30","30080",212690,65710,"Unknown","W",11948,54,2,"3","1",8,4,3,3,"1",5,1,0,3,2,1,2,2,2,2,3,1,1,2,0,2235,2,"1",2,3,1,1,"PALOS HEIGHTS","60463",4709,0.854958589934169,0.033552771289021,0,0.0938628158844765,0.0339774899129327,"57381","Palos Heights",0,0,1,0,"Outside","Outside","SCHOOL DISTRICT C C  118","CONSOLIDATED HIGH SCHOOL  230",10.101,83828,"FALSE","TRUE",315117.867248677
104,"211","72","72380",191490,39600,"Unknown","W",3960,92,2,"3","1",9,4,1,3,"1",2,1,0,3,2,0,2,2,2,2,1,1,2,2,0,2128,2,"2",2,3,1,1,"CHICAGO","60638",5341,0.585658116457592,0.00355738625725519,0.00861261935967047,0.389440179741621,0.0254633963677214,"14000","Chicago",0,0,1,0,"Outside","Inside","BYRNE","KENNEDY HS",6.934,96326,"FALSE","TRUE",239498.404761905
105,"203","39","39080",127230,37240,"Unknown","T",6207,66,2,"1","1",5,2,3,3,"1",5,2,0,3,1,0,2,2,2,2,3,1,2,2,0,1068,2,"1",1,3,1,1,"OAK LAWN","60453",3469,0.731911213606227,0.103776304410493,0.0170077832228308,0.131161718074373,0.0322859613721534,"54820","Oak Lawn",0,0,1,0,"Outside","Outside","SCHOOL DISTRICT  123","COMMUNITY HIGH SCHOOL  218",13.148,52963,"FALSE","TRUE",194134.185430267
106,"203","10","10040",208410,44670,"AV","W",8510,44,2,"1","1",7,3,4,3,"1",5,1,0,3,2,0,2,2,2,2,3,1,1,2,0,1588,2,"1",1,3,1,1,"HOFFMAN ESTATES","0-0",7280,0.727197802197802,0.00357142857142857,0.18543956043956,0.0748626373626374,0.0178571428571428,"35411","Hoffman Estates",0,0,6,1,"Outside","Outside","COMMUNITY UNIT SCHOOL DISTRICT 220","COMMUNITY UNIT SCHOOL DISTRICT 220",8.304,122931,"FALSE","TRUE",297928.387695638
107,"205","72","72345",62420,23670,"Unknown","W",4305,71,2,"2","1",7,3,3,1,"1",5,2,0,3,1,1,2,2,2,2,3,1,2,2,0,1220,2,"1",2,3,1,1,"CHICAGO","60628",4644,0.0191645133505599,0.954134366925065,0,0.012489233419466,0.0284237726098191,"14000","Chicago",0,0,2,1,"Outside","Outside","OWENS","FENGER HS",6.908,44436,"FALSE","TRUE",64235.2831081942
108,"203","77","77013",110040,35060,"Unknown","W",4125,104,2,"4","1",5,3,1,3,"1",5,2,0,1,1,0,2,2,2,2,1,1,2,2,0,1178,2,"1",5,1,1,1,"CHICAGO","60651",4487,0.0144862937374638,0.724314686873189,0.0153777579674616,0.245821261421885,0,"14000","Chicago",0,0,1,0,"Outside","Outside","HAY","ORR HS",6.89,47875,"FALSE","TRUE",149489.795585392
109,"206","23","23022",689420,183030,"Unknown","W",8135,112,2,"1","1",8,5,1,3,"2",5,2,1,2,3,1,2,2,2,2,7,1,2,2,0,2974,2,"1",2,3,1,1,"WINNETKA","60093",3662,0.869743309666849,0,0.0671764063353359,0.0234844347351174,0.076187875477881,"82530","Winnetka",0,0,1,0,"Outside","Outside","SCH DISTRICT 36","NEW TRIER TOWNSHIP HIGH SCHOOL  203",7.997,250001,"FALSE","TRUE",983971.241865977
110,"203","22","22130",87090,170000,"Unknown","T",20000,67,2,"2","1",6,3,1,3,"1",5,1,0,1,2,0,2,2,2,2,1,2,1,2,0,1212,2,"1",5,1,1,1,"DES PLAINES","60018",3286,0.732501521606817,0.0121728545343883,0.163724893487523,0.0766889835666464,0.0298234936092514,"19642","Des Plaines",0,0,1,0,"Outside","Outside","SCHOOL DISTRICT C C  62","MAINE TOWNSHIP HIGH SCHOOL  207",9.229,72946,"FALSE","TRUE",330444.028571429
111,"211","77","77102",95960,36960,"Unknown","W",3146,107,2,"1","1",7,4,2,3,"1",5,2,0,3,2,0,2,2,2,2,1,1,2,2,0,2772,2,"2",2,3,1,1,"CHICAGO","60624",2659,0.021060549078601,0.946596464836405,0,0.0041368935690109,0.0564121850319669,"14000","Chicago",0,0,1,0,"Outside","Outside","MELODY","MARSHALL HS",6.913,23944,"FALSE","TRUE",102000.985833333
112,"205","39","39080",133000,33480,"Unknown","T",5580,76,2,"2","1",6,3,1,3,"1",5,2,0,1,1,0,2,2,2,2,1,1,2,2,0,1166,2,"1",2,3,1,1,"EVERGREEN PARK","60805",5352,0.568759342301943,0.252989536621824,0.000186846038863976,0.165732436472347,0.0239162929745889,"24634","Evergreen Park",0,0,1,0,"Outside","Outside","SCHOOL DISTRICT  124","COMMUNITY HIGH SCHOOL  231",13.318,71316,"FALSE","TRUE",173395.509328213
113,"278","18","18035",215090,102060,"Unknown","W",17010,20,2,"1","1",9,4,1,3,"1",5,1,1,3,2,1,2,1,2,2,5,2,1,1,0,3010,2,"1",2,3,1,1,"HOFFMAN ESTATES","60192",6938,0.442923032574229,0.0343038339579129,0.101902565580859,0.388008071490343,0.063995387719804,"35411","Hoffman Estates",0,0,1,0,"Outside","Outside","SCHOOL DISTRICT 46","SCHOOL DISTRICT 46",10.794,75417,"FALSE","TRUE",319107.284897959
114,"278","29","29070",256980,48380,"Unknown","W",9676,54,2,"1","1",8,3,4,3,"1",5,1,1,3,2,1,2,2,2,2,3,1,1,2,0,2170,2,"1",2,3,1,1,"PALATINE","60074",5118,0.825322391559203,0.00390777647518561,0.0517780382962095,0.0873388042203986,0.0609613130128957,"57225","Palatine",0,0,1,0,"Outside","Outside","SCHOOL DISTRICT C C  15","PALATINE TOWNSHIP HIGH SCHOOL  211",9.835,109929,"FALSE","TRUE",321910.092653061
115,"203","71","71430",272620,83480,"Unknown","O",6679,67,2,"2","1",6,4,1,3,"2",5,2,0,3,2,1,2,2,2,2,3,1,2,2,0,1566,2,"1",1,3,1,1,"CHICAGO","60630",5720,0.643881118881119,0,0.0826923076923077,0.248251748251748,0.0458041958041958,"14000","Chicago",0,0,1,0,"Outside","Outside","GARVY","TAFT HS",6.894,81014,"FALSE","TRUE",384344.861286333
